HELPER ,Helper 2,NAMING CONVENTION,Inspection Task,Frequency,Unit Abb,REVIEWED COMMENTS,JB Task Assignment,Description,Measurement Type,Expected Value,Response Type
2.12PCPSemi-Annual,2.12,2.12-PCP-Semi-Annual,2.12-SA-PCP-4,Semi-Annual,PCP,"GSH/TORFI (OILMINDER), FLEET/TORFI (FLYGT), GSH/BORIS/TORFI (SULZER)",CONTRACTOR SPECIFIC,"Check control system and devices for evidence of improper operation. Clean, lubricate, adjust.  ",YesNo,Yes,Specific List
2.12PCPSemi-Annual,2.12,2.12-PCP-Semi-Annual,2.12-SA-PCP-5,Semi-Annual,PCP,"GSH/TORFI (OILMINDER), FLEET/TORFI (FLYGT), GSH/BORIS/TORFI (SULZER)",CONTRACTOR SPECIFIC,Check time-of-day schedule to confirm consistency with facility operation. Adjust schedule as needed.,YesNo,Yes,Specific List
2.12PCPSemi-Annual,2.12,2.12-PCP-Semi-Annual,2.12-SA-PCP-6,Semi-Annual,PCP,"GSH/TORFI (OILMINDER), FLEET/TORFI (FLYGT), GSH/BORIS/TORFI (SULZER)",CONTRACTOR SPECIFIC,"Check set points, trended points, and time schedules as a basis for field inspection of mechanical equipment. Note and respond as required.",YesNo,Yes,Specific List
2.14PCPAnnual,2.14,2.14-PCP-Annual,2.14-A-PCP-2,Annual,PCP,"FLEET/TORFI (FLYGT), GSH/BORIS/TORFI (SULZER)",CONTRACTOR SPECIFIC,"Verify pump activation and level device response to control output. Check the condition and functionality of level regulators.Record response. Record condition and status of level regulators including any damage, operational status, etc. Schedule any repairs as necessaary.",YesNo,Yes,Specific List
2.14PCPAnnual,2.14,2.14-PCP-Annual,2.14-A-PCP-7,Annual,PCP,"FLEET/TORFI (FLYGT), GSH/BORIS/TORFI (SULZER)",CONTRACTOR SPECIFIC,"Check control box for dirt, debris, and/or loose terminations. Clean and tighten electrical
connections as needed.",YesNo,Yes,Specific List
2.14PCPAnnual,2.14,2.14-PCP-Annual,2.14-A-PCP-8,Annual,PCP,"FLEET/TORFI (FLYGT), GSH/BORIS/TORFI (SULZER)",CONTRACTOR SPECIFIC,Check to see that softwate and backup of digital control program is current. Update when it is not current.,YesNo,Yes,Specific List
2.14PCPAnnual,2.14,2.14-PCP-Annual,2.14-A-PCP-9,Annual,PCP,"FLEET/TORFI (FLYGT), GSH/BORIS/TORFI (SULZER)",CONTRACTOR SPECIFIC,"Check battery backup and verify proper operation. Clean and maintain batteries as
needed.",YesNo,Yes,Specific List
2.14PCPMonthly,2.14,2.14-PCP-Monthly,2.14-M-PCP-1,Monthly,PCP,"FLEET/TORFI (FLYGT), GSH/BORIS/TORFI (SULZER)",CONTRACTOR SPECIFIC,"Check variable-frequency drive or motor starter for proper operation. Verify no equipment has been left in override (hand/OFF instead of auto). Make corrections as required. Clean
housing, and tighten
connections as needed. Clean
or replace air filter.",YesNo,Yes,Specific List
2.14PCPQuarterly,2.14,2.14-PCP-Quarterly,2.14-Q-PCP-3,Quarterly,PCP,"FLEET/TORFI (FLYGT), GSH/BORIS/TORFI (SULZER)",CONTRACTOR SPECIFIC,Check overload protection and other protections to ensure correct settings. Check alarms and alarm history as a basis for field inspection of mechanical equipment. Record settings at onset of inspection. Change to correct settings. Record new settings.,YesNo,Yes,Specific List
2.14PCPSemi-Annual,2.14,2.14-PCP-Semi-Annual,2.14-SA-PCP-4,Semi-Annual,PCP,"FLEET/TORFI (FLYGT), GSH/BORIS/TORFI (SULZER)",CONTRACTOR SPECIFIC,"Check control system and devices for evidence of improper operation. Clean, lubricate, adjust.",YesNo,Yes,Specific List
2.14PCPSemi-Annual,2.14,2.14-PCP-Semi-Annual,2.14-SA-PCP-5,Semi-Annual,PCP,"FLEET/TORFI (FLYGT), GSH/BORIS/TORFI (SULZER)",CONTRACTOR SPECIFIC,Check time-of-day schedule to confirm consistency with facility operation. Adjust schedule as needed.,YesNo,Yes,Specific List
2.14PCPSemi-Annual,2.14,2.14-PCP-Semi-Annual,2.14-SA-PCP-6,Semi-Annual,PCP,"FLEET/TORFI (FLYGT), GSH/BORIS/TORFI (SULZER)",CONTRACTOR SPECIFIC,"Check set points, trended points, and time schedules as a basis for field inspection of mechanical equipment. Note and respond as required.",YesNo,Yes,Specific List
8.3WITNESS.ELQuinquennial,8.3,8.3-WITNESS.EL-Quinquennial,8.3-QQ-WITNESS.EL-2,Quinquennial,WITNESS.EL,,DTM,"Inspections as per ASME A17.1, A17.2 and
A17.3 including
Periodic Tests:
Category 5 ",YesNo,Yes,Specific List
8.3WITNESS.ELSemi-Annual,8.3,8.3-WITNESS.EL-Semi-Annual,8.3-SA-WITNESS.EL-1,Semi-Annual,WITNESS.EL,,DTM,"Inspections as per ASME A17.1, A17.2 and
A17.3 including
Periodic inspection:
Semi-Annualy
Periodic Tests:
Category 1 ",YesNo,Yes,Specific List
8.3WITNESS.ESAnnual,8.3,8.3-WITNESS.ES-Annual,8.3-A-WITNESS.ES-1,Annual,WITNESS.ES,,DTM,"Periodic Inspections as per ASME A17.1 Sec
8.6.8.15 , A17.2 an d A17.3
Periodic Test:
Category 1 ",YesNo,Yes,Specific List
7.3ANALYSIS ROOMBi-Annual,7.3,7.3-ANALYSIS ROOM-Bi-Annual,7.3-BA-ANALYSIS ROOM-1,Bi-Annual,ANALYSIS ROOM,,GMS,"INSPECT ALL STRUCTURAL COMPONENTS (FLOORS, WALLS, CEILINGS) OF ASSET AS PER INSPECTION TASK NOTES IN ATTACHMENT 4. ",YesNo,Yes,Specific List
7.3AREA OF REFUGEBi-Annual,7.3,7.3-AREA OF REFUGE-Bi-Annual,7.3-BA-AREA OF REFUGE-1,Bi-Annual,AREA OF REFUGE,,GMS,"INSPECT ALL STRUCTURAL COMPONENTS (FLOORS, WALLS, CEILINGS) OF ASSET AS PER INSPECTION TASK NOTES IN ATTACHMENT 4. ",YesNo,Yes,Specific List
7.3BALCONYBi-Annual,7.3,7.3-BALCONY-Bi-Annual,7.3-BA-BALCONY-1,Bi-Annual,BALCONY,,GMS,"INSPECT ALL STRUCTURAL COMPONENTS (FLOORS, WALLS, CEILINGS) OF ASSET AS PER INSPECTION TASK NOTES IN ATTACHMENT 4. ",YesNo,Yes,Specific List
7.11BARBi-Annual,7.11,7.11-BAR-Bi-Annual,7.11-BA-BAR-1,Bi-Annual,BAR,,GMS,"2.Reinforced Concrete Liners (Walls, Arches, Inverts, etc.) – Visually Inspect for cracks, spalls, exposed reinforcement and evidence of water leakage.",YesNo,Yes,Specific List
7.11BARBi-Annual,7.11,7.11-BAR-Bi-Annual,7.11-BA-BAR-1A,Bi-Annual,BAR,,GMS,"3.Interior Reinforced Concrete Liner - Visually Inspect for cracks, spalls, exposed reinforcement on both sides.",YesNo,Yes,Specific List
7.11BARBi-Annual,7.11,7.11-BAR-Bi-Annual,7.11-BA-BAR-1B,Bi-Annual,BAR,,GMS,"4.Concrete Masonry Unit Walls – Visually Inspect for cracks, deteriorated mortar and movement due to settlement.",YesNo,Yes,Specific List
7.11BARBi-Annual,7.11,7.11-BAR-Bi-Annual,7.11-BA-BAR-1C,Bi-Annual,BAR,,GMS,"6.Reinforced Concrete Floor and Roof Slabs – Visually Inspect for cracks, spalls, exposed reinforcing, and evidence of leakage.",YesNo,Yes,Specific List
7.3BATHROOM / LOCKER ROOMBi-Annual,7.3,7.3-BATHROOM / LOCKER ROOM-Bi-Annual,7.3-BA-BATHROOM / LOCKER ROOM-1,Bi-Annual,BATHROOM / LOCKER ROOM,,GMS,"INSPECT ALL STRUCTURAL COMPONENTS (FLOORS, WALLS, CEILINGS) OF ASSET AS PER INSPECTION TASK NOTES IN ATTACHMENT 4. ",YesNo,Yes,Specific List
7.3BATTERY ROOMBi-Annual,7.3,7.3-BATTERY ROOM-Bi-Annual,7.3-BA-BATTERY ROOM-1,Bi-Annual,BATTERY ROOM,,GMS,"INSPECT ALL STRUCTURAL COMPONENTS (FLOORS, WALLS, CEILINGS) OF ASSET AS PER INSPECTION TASK NOTES IN ATTACHMENT 4. ",YesNo,Yes,Specific List
7.3CHAMBERBi-Annual,7.3,7.3-CHAMBER-Bi-Annual,7.3-BA-CHAMBER-1,Bi-Annual,CHAMBER,,GMS,"INSPECT ALL STRUCTURAL COMPONENTS (FLOORS, WALLS, CEILINGS) OF ASSET AS PER INSPECTION TASK NOTES IN ATTACHMENT 4. ",YesNo,Yes,Specific List
7.3CHASEBi-Annual,7.3,7.3-CHASE-Bi-Annual,7.3-BA-CHASE-1,Bi-Annual,CHASE,,GMS,"INSPECT ALL STRUCTURAL COMPONENTS (FLOORS, WALLS, CEILINGS) OF ASSET AS PER INSPECTION TASK NOTES IN ATTACHMENT 4. ",YesNo,Yes,Specific List
7.11CIPBi-Annual,7.11,7.11-CIP-Bi-Annual,7.11-BA-CIP-1,Bi-Annual,CIP,,GMS,"2.Reinforced Concrete Liners (Walls, Arches, Inverts, etc.) – Visually Inspect for cracks, spalls, exposed reinforcement and evidence of water leakage.",YesNo,Yes,Specific List
7.11CIP BOX STRUCTURE Bi-Annual,7.11,7.11-CIP BOX STRUCTURE -Bi-Annual,7.11-BA-CIP BOX STRUCTURE -1,Bi-Annual,CIP BOX STRUCTURE ,,GMS,"2.Reinforced Concrete Liners (Walls, Arches, Inverts, etc.) – Visually Inspect for cracks, spalls, exposed reinforcement and evidence of water leakage.",YesNo,Yes,Specific List
7.11CIP CUT AND COVER Bi-Annual,7.11,7.11-CIP CUT AND COVER -Bi-Annual,"7.11-BA-CIP CUT AND COVER -
1",Bi-Annual,CIP CUT AND COVER ,,GMS,"2.Reinforced Concrete Liners (Walls, Arches, Inverts, etc.) – Visually Inspect for cracks, spalls, exposed reinforcement and evidence of water leakage.",YesNo,Yes,Specific List
7.11CIP STATION LINER Bi-Annual,7.11,7.11-CIP STATION LINER -Bi-Annual,7.11-BA-CIP STATION LINER -1,Bi-Annual,CIP STATION LINER ,,GMS,"2.Reinforced Concrete Liners (Walls, Arches, Inverts, etc.) – Visually Inspect for cracks, spalls, exposed reinforcement and evidence of water leakage.",YesNo,Yes,Specific List
7.11CIP STATION LINER Bi-Annual,7.11,7.11-CIP STATION LINER -Bi-Annual,7.11-BA-CIP STATION LINER -1A,Bi-Annual,CIP STATION LINER ,,GMS,"5.Reinforced Concrete Walls with Removable Trackwall Finishes – Remove panels and visually inspect behind for staining, cracking, or spalling of the exterior walls. (inspection will require removal of panels to sufficiently view concrete wall).",YesNo,Yes,Specific List
7.11CIP STATION LINER Bi-Annual,7.11,7.11-CIP STATION LINER -Bi-Annual,7.11-BA-CIP STATION LINER -1B,Bi-Annual,CIP STATION LINER ,,GMS,"9.Suspended Ceilings – Visually Inspect for staining of the ceiling panels, excessive deflection of the ceiling, and hanger rods and support system (inspection will require removal of sufficient ceiling panels to view above ceiling).",YesNo,Yes,Specific List
7.11CIP TRACKWALLBi-Annual,7.11,7.11-CIP TRACKWALL-Bi-Annual,7.11-BA-CIP TRACKWALL -1,Bi-Annual,CIP TRACKWALL,,GMS,"2.Reinforced Concrete Liners (Walls, Arches, Inverts, etc.) – Visually Inspect for cracks, spalls, exposed reinforcement and evidence of water leakage.",YesNo,Yes,Specific List
7.11CIP TRACKWALLBi-Annual,7.11,7.11-CIP TRACKWALL-Bi-Annual,7.11-BA-CIP TRACKWALL -1A,Bi-Annual,CIP TRACKWALL,,GMS,"5.Reinforced Concrete Walls with Removable Trackwall Finishes – Remove panels and visually inspect behind for staining, cracking, or spalling of the exterior walls. (inspection will require removal of panels to sufficiently view concrete wall).",YesNo,Yes,Specific List
7.11CIP TUNNEL LINING Bi-Annual,7.11,7.11-CIP TUNNEL LINING -Bi-Annual,7.11-BA-CIP TUNNEL LINING -1,Bi-Annual,CIP TUNNEL LINING ,,GMS,"2.Reinforced Concrete Liners (Walls, Arches, Inverts, etc.) – Visually Inspect for cracks, spalls, exposed reinforcement and evidence of water leakage.",YesNo,Yes,Specific List
7.11CIP W SHOTCRETE Bi-Annual,7.11,7.11-CIP W SHOTCRETE -Bi-Annual,7.11-BA-CIP W SHOTCRETE -1,Bi-Annual,CIP W SHOTCRETE ,,GMS,"2.Reinforced Concrete Liners (Walls, Arches, Inverts, etc.) – Visually Inspect for cracks, spalls, exposed reinforcement and evidence of water leakage.",YesNo,Yes,Specific List
"7.11CIP W SHOTCRETE
TRACKWALLBi-Annual",7.11,"7.11-CIP W SHOTCRETE
TRACKWALL-Bi-Annual","7.11-BA-CIP W SHOTCRETE
TRACKWALL -1",Bi-Annual,"CIP W SHOTCRETE
TRACKWALL",,GMS,"2.Reinforced Concrete Liners (Walls, Arches, Inverts, etc.) – Visually Inspect for cracks, spalls, exposed reinforcement and evidence of water leakage.",YesNo,Yes,Specific List
"7.11CIP W SHOTCRETE
TRACKWALLBi-Annual",7.11,"7.11-CIP W SHOTCRETE
TRACKWALL-Bi-Annual","7.11-BA-CIP W SHOTCRETE
TRACKWALL -1A",Bi-Annual,"CIP W SHOTCRETE
TRACKWALL",,GMS,"5.Reinforced Concrete Walls with Removable Trackwall Finishes – Remove panels and visually inspect behind for staining, cracking, or spalling of the exterior walls. (inspection will require removal of panels to sufficiently view concrete wall).",YesNo,Yes,Specific List
7.3CLGCONCENCBi-Annual,7.3,7.3-CLGCONCENC-Bi-Annual,7.3-BA-CLGCONCENC,Bi-Annual,CLGCONCENC,,GMS,"11.Structural Steel (Fireproofed or Encased) – Visually inspect for staining of the fireproofing, missing or damaged fireproofing, and cracking, spalling and exposed reinforcement of concrete encasement.",YesNo,Yes,Specific List
7.3CLGCONCMTLDECKBi-Annual,7.3,7.3-CLGCONCMTLDECK-Bi-Annual,7.3-BA-CLGCONCMTLDECK,Bi-Annual,CLGCONCMTLDECK,,GMS,"13.Concourse Metal Roof Deck – Visually Inspect for evidence of leakage through deck particularly at seams and attachment points, movement of deck panels and corrosion of deck panels.",YesNo,Yes,Specific List
7.3CLGCONCMTLDECKBi-Annual,7.3,7.3-CLGCONCMTLDECK-Bi-Annual,7.3-BA-CLGCONCMTLDECK-A,Bi-Annual,CLGCONCMTLDECK,,GMS,"13A. (At locations where a finished / suspended ceiling is present, inspection will require removal of sufficient ceiling panels or access through access hatches to view above ceiling).",YesNo,Yes,Specific List
7.3CLGCONCSLABBEAMSBi-Annual,7.3,7.3-CLGCONCSLABBEAMS-Bi-Annual,7.3-BA-CLGCONCSLABBEAMS,Bi-Annual,CLGCONCSLABBEAMS,,GMS,"8.Reinforced Concrete Floor and Roof Slabs – Visually Inspect for cracks, spalls, exposed reinforcing, and evidence of leakage.",YesNo,Yes,Specific List
7.3CLGGRATINGBi-Annual,7.3,7.3-CLGGRATING-Bi-Annual,7.3-BA-CLGGRATING,Bi-Annual,CLGGRATING,,GMS,"10.Structural Steel (Exposed)– Visually Inspect for Corrosion, cracking of steel and welds, verify that all fasteners are present in connections and in good condition.",YesNo,Yes,Specific List
7.3CLGMTLDECKBi-Annual,7.3,7.3-CLGMTLDECK-Bi-Annual,7.3-BA-CLGMTLDECK,Bi-Annual,CLGMTLDECK,,GMS,"13.Concourse Metal Roof Deck – Visually Inspect for evidence of leakage through deck particularly at seams and attachment points, movement of deck panels and corrosion of deck panels.",YesNo,Yes,Specific List
7.3CLGMTLDECKBi-Annual,7.3,7.3-CLGMTLDECK-Bi-Annual,7.3-BA-CLGMTLDECK-A,Bi-Annual,CLGMTLDECK,,GMS,"13A. (At locations where a finished / suspended ceiling is present, inspection will require removal of sufficient ceiling panels or access through access hatches to view above ceiling).",YesNo,Yes,Specific List
7.3CLGSTLBEAMSBi-Annual,7.3,7.3-CLGSTLBEAMS-Bi-Annual,7.3-BA-CLGSTLBEAMS,Bi-Annual,CLGSTLBEAMS,,GMS,"10.Structural Steel (Exposed)– Visually Inspect for Corrosion, cracking of steel and welds, verify that all fasteners are present in connections and in good condition.",YesNo,Yes,Specific List
7.3CLGSTLFIRERESISTBi-Annual,7.3,7.3-CLGSTLFIRERESIST-Bi-Annual,7.3-BA-CLGSTLFIRERESIST,Bi-Annual,CLGSTLFIRERESIST,,GMS,"11.Structural Steel (Fireproofed or Encased) – Visually inspect for staining of the fireproofing, missing or damaged fireproofing, and cracking, spalling and exposed reinforcement of concrete encasement.",YesNo,Yes,Specific List
7.3CLGSTLMTLDECKBi-Annual,7.3,7.3-CLGSTLMTLDECK-Bi-Annual,7.3-BA-CLGSTLMTLDECK,Bi-Annual,CLGSTLMTLDECK,,GMS,"13.Concourse Metal Roof Deck – Visually Inspect for evidence of leakage through deck particularly at seams and attachment points, movement of deck panels and corrosion of deck panels.",YesNo,Yes,Specific List
7.3CLGSTLMTLDECKBi-Annual,7.3,7.3-CLGSTLMTLDECK-Bi-Annual,7.3-BA-CLGSTLMTLDECK-A,Bi-Annual,CLGSTLMTLDECK,,GMS,"13A. (At locations where a finished / suspended ceiling is present, inspection will require removal of sufficient ceiling panels or access through access hatches to view above ceiling).",YesNo,Yes,Specific List
7.3CLGSUSPGWBBi-Annual,7.3,7.3-CLGSUSPGWB-Bi-Annual,7.3-BA-CLGSUSPGWB,Bi-Annual,CLGSUSPGWB,,GMS,"12.Suspended Ceilings – Visually Inspect for staining of the ceiling panels, excessive deflection of the ceiling, and hanger rods and support system (inspection will require removal of sufficient ceiling panels to view above ceiling).",YesNo,Yes,Specific List
7.3CLGSUSPMTLBi-Annual,7.3,7.3-CLGSUSPMTL-Bi-Annual,7.3-BA-CLGSUSPMTL,Bi-Annual,CLGSUSPMTL,,GMS,"12.Suspended Ceilings – Visually Inspect for staining of the ceiling panels, excessive deflection of the ceiling, and hanger rods and support system (inspection will require removal of sufficient ceiling panels to view above ceiling).",YesNo,Yes,Specific List
7.3CLOSETBi-Annual,7.3,7.3-CLOSET-Bi-Annual,7.3-BA-CLOSET-1,Bi-Annual,CLOSET,,GMS,"INSPECT ALL STRUCTURAL COMPONENTS (FLOORS, WALLS, CEILINGS) OF ASSET AS PER INSPECTION TASK NOTES IN ATTACHMENT 4. ",YesNo,Yes,Specific List
7.3COMMUNICATION ROOM / CLOSETBi-Annual,7.3,7.3-COMMUNICATION ROOM / CLOSET-Bi-Annual,7.3-BA-COMMUNICATION ROOM / CLOSET-1,Bi-Annual,COMMUNICATION ROOM / CLOSET,,GMS,"INSPECT ALL STRUCTURAL COMPONENTS (FLOORS, WALLS, CEILINGS) OF ASSET AS PER INSPECTION TASK NOTES IN ATTACHMENT 4. ",YesNo,Yes,Specific List
7.11CONC ENC STL FRAME AND RC INVERT Bi-Annual,7.11,7.11-CONC ENC STL FRAME AND RC INVERT -Bi-Annual,7.11-BA-CONC ENC STL FRAME AND RC INVERT -1,Bi-Annual,CONC ENC STL FRAME AND RC INVERT ,,GMS,"2.Reinforced Concrete Liners (Walls, Arches, Inverts, etc.) – Visually Inspect for cracks, spalls, exposed reinforcement and evidence of water leakage.",YesNo,Yes,Specific List
7.11CONC ENC STL FRAME AND RC INVERT Bi-Annual,7.11,7.11-CONC ENC STL FRAME AND RC INVERT -Bi-Annual,7.11-BA-CONC ENC STL FRAME AND RC INVERT -1A,Bi-Annual,CONC ENC STL FRAME AND RC INVERT ,,GMS,"8.Structural Steel (Encased) – Visually inspect for cracking, spalling and exposed reinforcement of concrete encasement.",YesNo,Yes,Specific List
7.11CONC ENC STL FRAME AND RC LINING Bi-Annual,7.11,7.11-CONC ENC STL FRAME AND RC LINING -Bi-Annual,7.11-BA-CONC ENC STL FRAME AND RC LINING -1,Bi-Annual,CONC ENC STL FRAME AND RC LINING ,,GMS,"2.Reinforced Concrete Liners (Walls, Arches, Inverts, etc.) – Visually Inspect for cracks, spalls, exposed reinforcement and evidence of water leakage.",YesNo,Yes,Specific List
7.11CONC ENC STL FRAME AND RC LINING Bi-Annual,7.11,7.11-CONC ENC STL FRAME AND RC LINING -Bi-Annual,7.11-BA-CONC ENC STL FRAME AND RC LINING -1A,Bi-Annual,CONC ENC STL FRAME AND RC LINING ,,GMS,"8.Structural Steel (Encased) – Visually inspect for cracking, spalling and exposed reinforcement of concrete encasement.",YesNo,Yes,Specific List
"7.11CONC ENC STL
FRAMES Bi-Annual",7.11,"7.11-CONC ENC STL
FRAMES -Bi-Annual","7.11-BA-CONC ENC STL
FRAMES -1",Bi-Annual,"CONC ENC STL
FRAMES ",,GMS,"8.Structural Steel (Encased) – Visually inspect for cracking, spalling and exposed reinforcement of concrete encasement.",YesNo,Yes,Specific List
7.3CONTROL ROOMBi-Annual,7.3,7.3-CONTROL ROOM-Bi-Annual,7.3-BA-CONTROL ROOM-1,Bi-Annual,CONTROL ROOM,,GMS,"INSPECT ALL STRUCTURAL COMPONENTS (FLOORS, WALLS, CEILINGS) OF ASSET AS PER INSPECTION TASK NOTES IN ATTACHMENT 4. ",YesNo,Yes,Specific List
